"source","target"
1862783,10157112
1862325,2337662
1871226,2337662
1880689,3034912
1863625,3072101
1861491,3629732
1880689,3733902
1860578,3803575
1863625,5454068
1894529,94363
1897673,94363
1897914,4248300
1894529,5116396
1908503,83791
1894227,1253345
1893496,1386919
1895515,1425554
1902424,1752916
1903141,1831279
1897914,4966088
1897914,5603335
1920257,131550
1924857,131550
1911090,94363
1920257,1451598
1920257,83791
1923012,83791
1920257,2337662
1943162,131550
1950936,94363
1943162,234670
1943346,248515
1935157,1451598
1952330,1639886
1952330,3102864
1935151,3629732
1977803,1451598
1959317,829426
1958789,1291942
1973065,720588
1973065,3563034
1973065,3698616
1973065,3707847
1980410,184154
1983299,94363
1986557,94363
1983299,234670
1995121,1451598
1982275,83791
1991170,83791
1993528,9652
1993528,27507
1993528,39333
1993528,117426
1993528,206830
1993528,206831
1993528,908732
1993528,2094914
2000416,3400072
1984727,5115623
2024123,131550
2008035,94363
2024123,94363
2010266,234670
2014737,234670
2005845,1451598
2018906,1451598
2024123,175863
2024123,494267
2018639,583987
2004747,1369349
2020516,1382471
2024123,1862783
2015640,2228965
2005574,2337662
2037564,829426
2026123,1736
2026123,1981
2026123,3142
2026123,3871
2026123,8984
2026123,81423
2026123,119087
2026123,403109
2026123,437876
2026123,637670
2026123,1186340
2026123,2016667
2026123,2293917
2026123,2574738
2026123,2635466
2026123,2707033
2026123,3830187
2026123,5145885
2026123,5930636
2026123,5984851
2026123,7426966
2026123,7980305
2026123,9719302
2026123,10529489
2026123,11554178
2026123,11680224
2026123,14767667
2026123,30964714
2032349,2337662
2061191,184154
2061191,131550
2052962,94363
2056176,94363
2061191,94363
2061191,234670
2061191,248515
2054226,1451598
2061191,1451598
2061191,83791
2061191,168661
2061191,829426
2061191,1016956
2061191,32161
2061191,148163
2061191,169418
2061191,175863
2061191,211630
2061191,236241
2061191,366549
2061191,494267
2061191,764362
2061191,1016956
2051417,1654867
2061191,1717563
2061191,1752916
2057014,2630812
2057014,4666200
2070468,131550
2062345,94363
2062575,94363
2083314,94363
2062385,234670
2062759,234670
2062759,1451598
2073896,1451598
2062575,4248300
2084220,83791
2081866,4966088
2086145,1451598
2085289,5116396
2085672,83791
2088747,83791
2091951,83791
2085672,1016956
2085672,1016956
2085288,1425554
2085289,1425554
2098194,1729613
2088747,1958789
2085289,2337662
2091913,2337662
2098342,2337662
2085289,4966088
2116809,94363
2124695,94363
2125318,94363
2125716,94363
2121380,234670
2125318,234670
2128921,234670
2121380,1451598
2125716,4248300
2109899,83791
2120879,83791
2120879,5203
2120879,62077
2120879,83791
2120879,173641
2120879,359640
2120879,1140025
2120879,2968353
2120879,3067527
2120879,4629539
2120879,5565478
2121380,52739
2121380,79000
2121380,234670
2121380,258293
2121380,308319
2121380,351922
2121380,616741
2121380,1451598
2121380,1639886
2121380,1716222
2121380,2519390
2121380,6919552
2121380,7626104
2121380,7974856
2121380,7974857
2125140,600719
2125140,1446708
2110507,2630812
2157776,94363
2145629,234670
2157776,2120879
2178478,94363
2181130,94363
2187004,131550
2201934,94363
2191883,234670
2191889,234670
2201934,4248300
2184783,1425554
2185888,1425554
2192730,68157
2184298,2630812
2209437,94363
2213568,169418
2213989,4966088
2234292,94363
2224138,234670
2228703,234670
2238661,234670
2225120,248515
2231254,1451598
2234274,83791
2237236,211630
2223756,304057
2223756,1186340
2223756,7278000
2228965,376
2228965,2823
2228965,3871
2228965,13511
2228965,14597
2228965,17576
2228965,45722
2228965,53055
2228965,54924
2228965,87678
2228965,95914
2228965,100848
2228965,120744
2228965,516896
2228965,588540
2228965,982463
2228965,1082767
2228965,1258109
2228965,1267509
2228965,1786939
2228965,1822124
2228965,2015640
2228965,2353366
2228965,2630162
2228965,6072603
2252644,1302430
2254605,1451598
2256285,83791
2244961,829426
2274627,211630
2273297,174349
2273297,1419998
2273297,2274621
2273297,2395568
2273297,2395568
2244961,4966088
2283600,94363
2294790,94363
2284619,1451598
2292793,1451598
2300120,1451598
2290863,133818
2293917,764362
2296551,764362
2293917,1382471
2296551,1382471
2293917,2026123
2313223,94363
2309613,248515
2314247,83791
2314705,83791
2314767,3400072
2337662,184154
2329992,131550
2337662,131550
2330462,94363
2331074,234670
2337662,234670
2318841,248515
2327331,1451598
2337662,4248300
2337662,5116396
2320404,83791
2327528,83791
2330645,83791
2341432,83791
2342852,83791
2337662,664457
2337662,1425554
2337662,1958789
2318841,2223756
2337662,144
2337662,5441
2337662,8339
2337662,12726
2337662,14597
2337662,14829
2337662,20317
2337662,23145
2337662,23234
2337662,25437
2337662,25442
2337662,25747
2337662,34560
2337662,36846
2337662,43814
2337662,54924
2337662,61544
2337662,64648
2337662,67764
2337662,71815
2337662,76137
2337662,81423
2337662,88430
2337662,92232
2337662,92754
2337662,95914
2337662,101075
2337662,108347
2337662,122176
2337662,130496
2337662,131299
2337662,131550
2337662,139966
2337662,155321
2337662,160336
2337662,166498
2337662,170619
2337662,184154
2337662,192594
2337662,206182
2337662,213555
2337662,229902
2337662,234670
2337662,248506
2337662,249336
2337662,251742
2337662,257765
2337662,258293
2337662,267083
2337662,271254
2337662,343290
2337662,391207
2337662,403109
2337662,420750
2337662,545502
2337662,545782
2337662,561335
2337662,576470
2337662,630025
2337662,664457
2337662,672764
2337662,711306
2337662,754257
2337662,762723
2337662,804935
2337662,812269
2337662,820149
2337662,834859
2337662,850522
2337662,884686
2337662,987459
2337662,1031121
2337662,1031810
2337662,1032817
2337662,1096460
2337662,1138505
2337662,1140025
2337662,1156954
2337662,1176380
2337662,1177197
2337662,1194670
2337662,1206681
2337662,1224844
2337662,1267509
2337662,1286245
2337662,1414377
2337662,1425554
2337662,1455646
2337662,1464593
2337662,1466052
2337662,1495921
2337662,1505554
2337662,1545926
2337662,1569134
2337662,1577367
2337662,1604453
2337662,1644932
2337662,1659511
2337662,1727639
2337662,1800116
2337662,1815272
2337662,1822124
2337662,1840344
2337662,1871226
2337662,1878294
2337662,1880689
2337662,1897914
2337662,1920257
2337662,1948770
2337662,1958789
2337662,2005574
2337662,2047288
2337662,2085289
2337662,2091913
2337662,2098342
2337662,2113575
2337662,2185887
2337662,2214851
2337662,2233386
2337662,2251641
2337662,2276268
2337662,2349035
2337662,2365075
2337662,2382387
2337662,2404437
2337662,2480835
2337662,2497072
2337662,2518807
2337662,2558777
2337662,2559336
2337662,2574738
2337662,2593052
2337662,2597511
2337662,2635466
2337662,2637600
2337662,2639087
2337662,2648435
2337662,2656134
2337662,2664875
2337662,2671492
2337662,2731941
2337662,2767005
2337662,2811858
2337662,2818557
2337662,2917676
2337662,2925106
2337662,2952777
2337662,2987543
2337662,2994104
2337662,3000926
2337662,3009718
2337662,3034912
2337662,3039311
2337662,3108444
2337662,3164465
2337662,3177028
2337662,3183899
2337662,3208096
2337662,3243381
2337662,3283939
2337662,3331695
2337662,3459951
2337662,3475384
2337662,3493823
2337662,3495416
2337662,3576064
2337662,3582239
2337662,3599579
2337662,3618999
2337662,3733902
2337662,3765597
2337662,3792185
2337662,3793446
2337662,3803575
2337662,3822911
2337662,3832537
2337662,3878252
2337662,3880131
2337662,3880220
2337662,3882908
2337662,3889899
2337662,3930527
2337662,3941138
2337662,3974734
2337662,4003801
2337662,4038167
2337662,4099126
2337662,4106986
2337662,4248300
2337662,4255988
2337662,4341321
2337662,4372860
2337662,4397935
2337662,4434062
2337662,4443509
2337662,4471206
2337662,4486127
2337662,4492713
2337662,4538442
2337662,4591395
2337662,4600971
2337662,4711348
2337662,4725479
2337662,4849450
2337662,4880649
2337662,4912428
2337662,4966088
2337662,4995579
2337662,5004358
2337662,5109833
2337662,5116396
2337662,5120681
2337662,5160152
2337662,5164211
2337662,5424571
2337662,5482523
2337662,5499259
2337662,5521243
2337662,5540973
2337662,5603335
2337662,5664644
2337662,5736226
2337662,5747821
2337662,5766952
2337662,5770275
2337662,5790101
2337662,5913426
2337662,5930248
2337662,5941136
2337662,5952862
2337662,5968229
2337662,5982225
2337662,5984881
2337662,6072603
2337662,6091672
2337662,6091680
2337662,6129587
2337662,6143336
2337662,6151824
2337662,6179126
2337662,6181887
2337662,6195954
2337662,6213450
2337662,6218676
2337662,6357836
2337662,6406697
2337662,6457060
2337662,6521631
2337662,6634094
2337662,6711127
2337662,6724240
2337662,6729853
2337662,6730336
2337662,6754025
2337662,6780224
2337662,6789586
2337662,6796850
2337662,6797005
2337662,6834193
2337662,6834523
2337662,6956460
2337662,6966549
2337662,7014330
2337662,7036804
2337662,7083897
2337662,7216574
2337662,7308646
2337662,7326542
2337662,7461772
2337662,7476009
2337662,7490868
2337662,7595070
2337662,7624871
2337662,7635354
2337662,7640399
2337662,7672331
2337662,7686702
2337662,7694251
2337662,7723741
2337662,7811082
2337662,7847670
2337662,7893826
2337662,8006165
2337662,8009396
2337662,8050040
2337662,8052680
2337662,8077459
2337662,8231155
2337662,8289580
2337662,8315964
2337662,8520957
2337662,8523107
2337662,8686184
2337662,8753986
2337662,8763387
2337662,8769184
2337662,9165298
2337662,9190279
2337662,9280111
2337662,9313035
2337662,9450381
2337662,9505890
2337662,9514815
2337662,9528525
2337662,9610082
2337662,9723068
2337662,9725788
2337662,9748185
2337662,9832576
2337662,10067843
2337662,10155688
2337662,10155689
2337662,10155690
2337662,10281050
2337662,10302920
2337662,10313846
2337662,10391808
2337662,10401921
2337662,10462283
2337662,10485118
2337662,10605075
2337662,10605266
2337662,10617637
2337662,10621344
2337662,10667389
2337662,10814654
2337662,10866150
2337662,10998113
2337662,11014563
2337662,11195268
2337662,11218653
2337662,11429336
2337662,11645301
2337662,12020234
2337662,12077080
2337662,12172724
2337662,12183029
2337662,12237217
2337662,12345038
2337662,12436518
2337662,12559881
2337662,13199517
2337662,13379931
2337662,24575741
2337662,25783043
2337662,25790870
2337662,30453453
2337662,30627111
2337662,31187495
2337662,31726202
2337662,31820733
2337662,2365075
2337662,3034912
2337662,3733902
2337662,3803575
2337662,4966088
2337662,5603335
2337662,5736226
2361068,234670
2358990,4248300
2344982,83791
2353366,2228965
2353669,1880
2353669,25991
2353669,35043
2353669,37417
2353669,68608
2353669,70351
2353669,125307
2353669,132275
2353669,134685
2353669,151511
2353669,206364
2353669,209940
2353669,254190
2353669,395565
2353669,410576
2353669,501593
2353669,723503
2353669,1006350
2353669,1237948
2353669,1470140
2353669,1493185
2353669,2265994
2353669,3334377
2353669,5068257
2353669,12008168
2365075,248515
2364881,83791
2365075,248515
2365075,2233386
2365075,8402204
2367299,211630
2368091,2630812
2385535,94363
2377923,83791
2383749,1425554
2382387,2337662
2380996,3400072
2382387,4966088
2386360,2337662
2385535,3626872
2385535,4966088
2390265,94363
2389414,234670
2391161,1425554
2392010,2337662
2388447,3639523
2395193,94363
2407305,94363
2409478,1451598
2395291,83791
2396453,133818
2395568,2592903
2396247,2396614
2396614,3808
2396614,19076
2396614,22947
2396614,37811
2396614,507001
2396614,1299750
2396614,2396247
2396614,2396248
2396614,2591364
2396614,3628324
2396614,11841956
2397451,4966088
2413321,94363
2417801,94363
2439074,94363
2440154,94363
2422781,234670
2420069,83791
2422355,83791
2439262,169418
2428615,1637156
2432606,2572921
2455552,94363
2461883,94363
2467202,94363
2458126,1451598
2455552,4248300
2450284,83791
2458161,83791
2451437,22947
2483855,1302430
2477527,1451598
2478907,1451598
2480835,5116396
2490173,83791
2489127,32161
2480835,2337662
2480835,3034912
2480835,3803575
2480835,4966088
2509502,131550
2500277,94363
2514523,94363
2514777,94363
2514523,83791
2512248,829426
2517361,4966088
2521975,131550
2518166,94363
2518166,234670
2522543,234670
2522543,1451598
2524265,1451598
2520612,83791
2521489,83791
2518166,1690940
2528968,1993528
2519390,2121380
2551808,131550
2546146,94363
2553267,94363
2555541,94363
2556162,94363
2556565,234670
2543355,1451598
2548453,83791
2551808,2337662
2555541,3034912
2572740,234670
2573473,234670
2568965,1451598
2565980,83791
2570291,83791
2570291,829426
2572921,1831279
2572926,1831279
2572921,391207
2572921,1831279
2572921,2432606
2572921,2572926
2572921,2818557
2572921,5709803
2572921,6087628
2572921,7131464
2572926,2572921
2577139,4966088
2583420,131550
2586275,234670
2580472,83791
2580691,83791
2580691,168661
2580691,257433
2580691,764362
2580691,1382471
2580691,1717563
2580691,2337662
2580691,3034912
2580691,3803575
2580691,4966088
2580691,5603335
2580691,5923910
2597511,131550
2604200,94363
2594801,234670
2604200,4248300
2596356,83791
2593052,2337662
2635228,248515
2629257,83791
2636344,83791
2635228,564450
2630812,9883
2630812,100937
2630812,2368091
2630812,3796670
2630812,3845997
2630812,3951697
2630812,4067092
2630812,4488709
2630812,6399244
2630812,8781651
2630812,11879040
2630812,12084664
2635228,3155269
2635228,3426431
2635228,4549342
2635228,4628993
2635228,4666200
2635228,4666202
2628646,4966088
2635228,5459652
2635228,5923910
2638528,131550
2650007,131550
2639433,234670
2639081,83791
2642920,564450
2639410,2572921
2639087,3034912
2659270,234670
2686590,83791
2691429,1717563
2671492,2337662
2697015,3629732
2728324,131550
2731941,131550
2718829,94363
2726603,234670
2731941,234670
2731941,1451598
2736730,1451598
2731941,5116396
2716011,83791
2719750,211630
2731941,1425554
2707033,2026123
2731941,2337662
2711273,3789
2711273,5260
2711273,22947
2711273,27767
2711273,53183
2711273,79063
2711273,90928
2711273,95914
2711273,97618
2711273,248125
2711273,258293
2711273,1446708
2711273,1604453
2711273,1822124
2711273,1860856
2711273,2762543
2711273,3322165
2711273,5528464
2711273,6464730
2742186,3062719
2731941,4966088
2755100,131550
2754790,94363
2755100,175863
2753973,1343770
2744021,3639523
2745792,3710839
2755137,94363
2755251,94363
2761224,94363
2755100,234670
2755251,234670
2755100,248515
2755100,1451598
2755100,2192730
2774706,131550
2779770,131550
2774706,94363
2777427,94363
2779403,94363
2777077,234670
2774706,248515
2774706,1451598
2774706,83791
2781696,83791
2774706,829426
2774706,1369349
2774706,2228965
2767005,2337662
2774706,3605766
2774706,4010926
2774706,4296145
2811858,131550
2809715,94363
2815002,94363
2816323,94363
2815754,234670
2802729,248515
2815754,248515
2815754,1451598
2811858,4248300
2815754,4248300
2811858,5116396
2792420,83791
2798697,83791
2804844,83791
2811858,1425554
2811858,2337662
2818557,2337662
2818557,2572921
2811858,3034912
2811858,3072101
2811858,3803575
2811858,4966088
2811858,5115623
2811858,5459652
2811858,5603335
2811858,5736226
2822220,94363
2839523,248515
2843158,83791
2829474,583987
2826082,2630812
2851730,94363
2852425,94363
2858877,94363
2860295,94363
2870501,94363
2850523,234670
2851730,234670
2851730,1451598
2860295,83791
2862823,1386919
2885191,94363
2890569,211630
2892142,664457
2878461,1425554
2897192,94363
2899875,94363
2919734,94363
2899875,4248300
2920676,829426
2920676,1382471
2920564,7906185
2912889,5115623
2949005,94363
2952448,133818
2951741,211630
2926613,583987
2926613,1382471
2981789,1451598
2952777,1425554
2954136,1637156
2952777,2337662
2954136,1637156
2986672,131550
2987452,131550
2991400,94363
2986672,234670
2986672,1451598
3009718,1451598
2983034,83791
2986672,83791
3002862,83791
3009552,83791
2986672,32161
2986672,211630
2986672,236241
2986672,366549
2986672,1332874
2986672,1637156
2986672,1654867
3000926,2337662
2986672,3811335
3034912,131550
3020179,234670
3021796,1451598
3038440,1451598
3021798,2337662
3034912,2337662
3032976,5260
3032976,7125
3032976,14765
3032976,22947
3032976,95914
3032976,149515
3032976,391207
3032976,936870
3032976,5710129
3033338,3032976
3034912,896
3034912,22947
3034912,104734
3034912,122176
3034912,131550
3034912,239479
3034912,241886
3034912,258293
3034912,538670
3034912,576470
3034912,1259917
3034912,1286245
3034912,1419998
3034912,1644932
3034912,1880689
3034912,2164751
3034912,2337662
3034912,2468643
3034912,2480835
3034912,2516074
3034912,2639087
3034912,2811858
3034912,3183899
3034912,3576064
3034912,3832537
3034912,3978553
3034912,4099126
3034912,4443509
3034912,5603335
3034912,5999117
3034912,6091672
3034912,7887452
3034912,8009396
3034912,5603335
3048473,1451598
3053828,1451598
3040839,83791
3048804,83791
3067527,2120879
3039311,2337662
3046113,119087
3046113,665521
3046113,3322165
3062719,22947
3062719,54134
3062719,72477
3062719,108748
3062719,109687
3062719,137134
3062719,213322
3062719,235257
3062719,370241
3062719,486286
3062719,630075
3062719,665521
3062719,923853
3062719,1051315
3062719,1454401
3062719,1529346
3062719,1547974
3062719,1833558
3062719,3102864
3062719,3120016
3062719,3526258
3062719,3582882
3062719,8074991
3077113,94363
3092268,248515
3102423,1831279
3072101,1863625
3110118,234670
3135041,234670
3123342,83791
3135041,3032976
3106561,4933412
3143705,94363
3145184,94363
3146139,94363
3144151,234670
3143705,1451598
3148103,32161
3148103,148163
3148103,169418
3148103,1451598
3148103,1369349
3148103,3046113
3148103,3400072
3148103,3626872
3148103,4549342
3148103,4966088
3154622,94363
3157508,94363
3161664,94363
3171212,94363
3156091,234670
3148794,169418
3152897,583987
3152897,1382471
3155269,2635228
3155269,7472869
3155269,7894341
3155269,7902702
3155269,10991176
3151145,3803575
3209219,131550
3176665,94363
3192483,234670
3189238,1451598
3207423,83791
3177028,2337662
3183684,27377
3183684,53055
3183684,3558043
3183684,10186221
3221502,94363
3234748,234670
3238333,83791
3215700,564450
3246744,94363
3250296,94363
3247942,3959402
3276861,94363
3295400,234670
3276861,4248300
3283939,4719105
3279399,4966088
3313351,234670
3317045,1302430
3322165,583987
3322165,1382471
3349888,131550
3333230,94363
3337054,94363
3349888,1451598
3325649,83791
3349888,83791
3349888,366549
3349888,583987
3349888,1382471
3325514,2337662
3349888,2337662
3349888,2365075
3349888,3072101
3349888,3733902
3355222,94363
3365387,94363
3370260,94363
3378480,494267
3358179,1717563
3394657,83791
3400072,83791
3406172,83791
3406028,583987
3400072,1736
3400072,1779
3400072,1954
3400072,6240
3400072,7165
3400072,9883
3400072,12359
3400072,17717
3400072,24452
3400072,32677
3400072,60812
3400072,83791
3400072,95446
3400072,108622
3400072,119087
3400072,123757
3400072,132330
3400072,146511
3400072,258293
3400072,376498
3400072,883111
3400072,1639886
3400072,2000416
3400072,2016667
3400072,2380996
3400072,2629032
3400072,2686846
3400072,3765597
3400072,5521243
3400072,5864101
3400072,6110380
3400072,7282519
3400072,8315964
3448694,94363
3418862,83791
3447196,1382471
3426431,41591
3426431,53055
3426431,64852
3426431,72301
3426431,157243
3426431,190610
3426431,248506
3426431,2558777
3426431,2635228
3426431,3452073
3426431,5078863
3426431,6439902
3426431,6898064
3426431,7296789
3429879,3803575
3471022,94363
3467052,1451598
3475384,2337662
3453814,4966088
3493645,131550
3495171,131550
3482050,94363
3493319,234670
3504570,248515
3499355,1451598
3492935,83791
3499247,83791
3493823,2337662
3494468,3426431
3495171,4773532
3531925,94363
3541845,94363
3538500,564450
3526806,3629732
3564691,94363
3546449,83791
3548448,83791
3564691,169418
3564691,175863
3548904,366549
3579224,94363
3581721,234670
3578531,1451598
3578709,1451598
3576064,1382471
3576064,1862783
3564691,2026123
3576064,2337662
3576064,3034912
3564691,3400072
3576064,3733902
3576064,3803575
3564691,4549342
3599597,94363
3596019,1451598
3599579,2337662
3596019,3062719
3627857,131550
3639861,94363
3642296,234670
3623737,1451598
3639855,1451598
3626931,83791
3642873,83791
3653026,564450
3629732,1369349
3629839,2337662
3626872,123757
3629732,1369349
3629732,1861491
3629732,3526806
3629732,4765315
3629732,7354297
3629732,7372409
3629732,7694838
3629732,8281287
3636380,191375
3639523,2388447
3653026,3803575
3629839,4966088
3653103,4966088
3653026,5923910
3682702,234670
3661390,1451598
3662727,83791
3684530,83791
3671196,1253345
3688526,94363
3688872,94363
3688872,829426
3688872,1302430
3688872,1451598
3688872,1386919
3688872,2337662
3688872,2396614
3688872,3426431
3688872,3803575
3688872,4295020
3688872,4628993
3688872,4966088
3688872,5782325
3695242,94363
3695304,94363
3715291,94363
3710839,2745792
3707173,3805966
3699138,3882770
3706574,4966088
3715871,94363
3746339,234670
3715871,1451598
3733902,2337662
3732701,3629732
3733902,14969
3733902,1644932
3733902,1880689
3733902,2093983
3733902,2337662
3733902,3576064
3733902,4684683
3733902,6693336
3733902,6708100
3755116,94363
3758747,94363
3754453,234670
3759170,234670
3762820,1302430
3747047,1451598
3755759,1451598
3757550,1451598
3763695,1451598
3766781,83791
3765597,1425554
3765143,2228965
3765597,2337662
3765597,3400072
3765597,4666200
3777931,131550
3783285,1302430
3772397,1451598
3772862,366549
3777931,366549
3776365,2337662
3795406,94363
3796042,94363
3800820,248515
3801808,83791
3801808,168661
3801808,829426
3801808,1016956
3801808,1016956
3796118,3811335
3820421,94363
3823489,1451598
3803575,5116396
3822486,83791
3803575,2337662
3814572,2337662
3822911,2337662
3805966,3032976
3803575,3034912
3814036,3034912
3814321,3629732
3803575,5993
3803575,28603
3803575,29881
3803575,48480
3803575,99350
3803575,121661
3803575,136835
3803575,266467
3803575,300218
3803575,373445
3803575,451096
3803575,598339
3803575,1032817
3803575,1414377
3803575,1431774
3803575,1545926
3803575,1840004
3803575,1860578
3803575,1897914
3803575,2085289
3803575,2337662
3803575,2480835
3803575,2731941
3803575,2811858
3803575,2924588
3803575,3008222
3803575,3034912
3803575,3151145
3803575,3175224
3803575,3313862
3803575,3429879
3803575,3519899
3803575,3576064
3803575,3653026
3803575,3946283
3803575,4099126
3803575,4443509
3803575,4468029
3803575,4486127
3803575,4591395
3803575,4966088
3803575,5116396
3803575,5562093
3803575,5583880
3803575,5603335
3803575,5923910
3803575,5930248
3803575,5982225
3803575,6335147
3803575,6516820
3803575,6711127
3803575,6729853
3803575,6780224
3803575,6834193
3803575,7572140
3803575,7811082
3803575,8006165
3803575,9399949
3803575,9436180
3803575,10130529
3803575,10155689
3803575,10391808
3803575,10494834
3803575,11195268
3803575,23608732
3805966,5203
3805966,2008456
3805966,3032976
3805966,3707173
3805966,10415824
3811335,5243
3811335,9308
3811335,11961
3811335,14248
3811335,23936
3811335,25603
3811335,37934
3811335,42982
3811335,63678
3811335,68157
3811335,68668
3811335,74603
3811335,126052
3811335,127255
3811335,127333
3811335,139183
3811335,160243
3811335,178966
3811335,269639
3811335,365601
3811335,435816
3811335,457512
3811335,571455
3811335,893952
3811335,1032361
3811335,1845074
3811335,3457813
3803575,4966088
3822911,4966088
3803575,5603335
3803575,5923910
3854910,131550
3834335,94363
3833244,211630
3832537,2337662
3845997,2630812
3832537,3034912
3834335,5603335
3875667,131550
3878943,234670
3867740,1425554
3878252,2337662
3878943,2337662
3866351,2572921
3870365,4966088
3885912,94363
3905892,94363
3886397,234670
3913845,1302430
3905892,4248300
3882770,2630812
3882770,19076
3882770,43814
3882770,60812
3882770,258293
3882770,375535
3882770,410815
3882770,631153
3882770,674146
3882770,2574738
3882770,2630812
3882770,2943507
3882770,3024820
3882770,3175224
3882770,3699138
3882770,4298595
3882770,5682599
3882770,6085614
3882770,6496524
3882770,7540139
3882770,7586367
3882770,8162025
3882770,10419762
3882770,13366192
3882770,28029019
3887553,2164751
3887553,8115793
3887553,10232524
3919655,131550
3940975,131550
3923552,94363
3935143,234670
3941145,234670
3930527,1451598
3940918,1451598
3916902,83791
3928559,83791
3928560,83791
3941909,133818
3930527,2337662
3930527,4966088
3954320,94363
3964306,94363
3946828,234670
3954320,1451598
3954875,83791
3962133,83791
3978310,83791
3983165,83791
3951697,2630812
3959402,3247942
3946283,3803575
3989329,234670
4003801,83791
4008855,583987
4008856,583987
4003801,2337662
4013940,2337662
4010926,2567110
4010926,7681586
4034321,234670
4032068,1451598
4033487,83791
4034466,83791
4038167,1382471
4036822,1637156
4038167,2337662
4081097,94363
4096007,83791
4082399,120062
4082399,169418
4082399,1344265
4082399,1369349
4082399,1717563
4096007,1958789
4067092,2630812
4082399,3400072
4098157,3426431
4098157,4295020
4116787,131550
4203089,131550
4189582,94363
4106434,1451598
4121812,4248300
4099126,2337662
4099126,3034912
4203089,3034912
4248300,94363
4272421,94363
4281135,234670
4282726,248515
4281135,1451598
4248300,5203
4248300,28699
4248300,83715
4248300,94363
4248300,289845
4248300,557811
4248300,657869
4248300,905238
4248300,1897914
4248300,2125716
4248300,2604200
4248300,3276861
4248300,3905892
4248300,4711323
4248300,6156821
4248300,6890893
4273513,83791
4250217,1729613
4273513,2337662
4242601,3426431
4281135,4966088
4285821,131550
4307131,131550
4293281,94363
4310266,94363
4307131,234670
4313589,234670
4285821,248515
4313589,1451598
4312221,83791
4306727,2337662
4295020,2691182
4296145,101762
4296145,1451168
4298283,5203
4298283,7219417
4298283,12046506
4375141,234670
4341321,83791
4341321,168661
4341321,257433
4341321,829426
4341321,1016956
4341321,664457
4341321,1016956
4341321,1958789
4341321,2337662
4372860,2337662
4341321,4589426
4341321,5459652
4398039,94363
4430454,94363
4431092,234670
4412603,83791
4459930,94363
4458212,234670
4443509,5116396
4456220,83791
4443509,2337662
4443509,3034912
4432603,3426431
4443509,3803575
4432603,4628993
4443509,4966088
4443509,5603335
4443509,5923910
4482455,94363
4489587,366549
4481779,1958789
4471206,2337662
4488709,2630812
4538705,234670
4564578,234670
4549342,248515
4549342,3426431
4541056,5260
4541056,11703
4541056,525402
4541056,1127224
4541056,12046506
4549342,3142
4549342,5205
4549342,26083
4549342,68987
4549342,95914
4549342,222721
4549342,222754
4549342,248506
4549342,248513
4549342,248515
4549342,248529
4549342,276934
4549342,286743
4549342,311035
4549342,995745
4549342,1386026
4549342,1568238
4549342,1630205
4549342,1639886
4549342,1779679
4549342,1958686
4549342,2016667
4549342,2200920
4549342,2635228
4549342,2728258
4549342,2802729
4549342,2912379
4549342,3426431
4549342,4522436
4549342,6476133
4549342,8402204
4549342,10797151
4625956,94363
4592321,1451598
4624572,1451598
4591395,5116396
4589426,664457
4600971,1425554
4596439,1654867
4591395,2337662
4600971,2337662
4589426,664457
4589426,1654395
4589426,4341321
4591395,4966088
4631864,131550
4634887,234670
4649279,234670
4631864,83791
4643096,83791
4647958,83791
4649477,83791
4629539,2120879
4648715,3034912
4628839,3502958
4628993,7182
4628993,8363
4628993,32550
4628993,72477
4628993,1779679
4628993,1837246
4628993,2404437
4628993,2635228
4628993,2728258
4628993,2802729
4628993,3248548
4628993,4666202
4628993,5550392
4628993,7382237
4628993,7495809
4628993,7902702
4628993,8512558
4628993,8814405
4628993,12173248
4628993,4666202
4636451,4985099
4665810,94363
4700549,83791
4666969,2337662
4666202,3155269
4684683,3733902
4666202,4628993
4666200,425
4666200,32953
4666200,96396
4666200,103239
4666200,187800
4666200,1127553
4666200,1186340
4666200,1203342
4666200,1240082
4666200,1414377
4666200,1779679
4666200,2057014
4666200,2214625
4666200,2404437
4666200,2586275
4666200,2635228
4666200,3023650
4666200,3765597
4666200,5459652
4666200,6350039
4666200,6972402
4666200,7082898
4666200,7361623
4666200,7374632
4666200,7381991
4666200,7506458
4666200,7575926
4666200,7698317
4666200,7858285
4666200,7902702
4666200,8043945
4666200,9062539
4666200,9583872
4666200,10228951
4666200,10301847
4666200,10627510
4666200,11278692
4666200,13663579
4666200,30742273
4666200,31057613
4666202,2635228
4666202,3155269
4666202,4628993
4666202,7495809
4666202,7506458
4666200,5459652
4701566,94363
4711323,94363
4713263,94363
4725479,94363
4716975,1451598
4722243,1451598
4742892,1451598
4711323,4248300
4705764,83791
4708287,83791
4719105,17112
4763098,1451598
4769987,83791
4771987,83791
4766949,3605766
4765315,3629732
4773532,1061337
4773532,2409292
4773532,2647803
4773532,3354174
4773532,5764707
4773532,6199184
4773532,7219025
4773532,11049639
4773532,15878812
4782248,4985099
4851675,94363
4862617,94363
4849450,234670
4867663,234670
4880885,1451598
4888101,1451598
4849450,83791
4887435,83791
4900241,829426
4849450,2337662
4862617,2337662
4881901,4966088
4966088,131550
4956460,94363
4912428,234670
4942717,234670
4943045,234670
4966088,234670
4940051,248515
4966088,248515
4911980,1451598
4933107,1451598
4966088,1451598
4907067,83791
4966088,83791
4935785,494268
4912428,2337662
4964899,2337662
4966088,2337662
