"source","target","weight"
3789,"digital command language",8
3789,"dtrace",1156
3789,"elixir",8
3789,"erlang",29
3789,"freemarker",4
3789,"go",8
3789,"groff",117
3789,"groovy",8
3789,"haskell",8
3789,"html",116
3789,"java",8
3789,"javascript",113
3789,"lua",1758
3789,"makefile",1891
3789,"moonscript",24
3789,"nginx",42
3789,"nimrod",8
3789,"perl",1992
3789,"perl6",737
3789,"php",14
3789,"powershell",8
3789,"python",58
3789,"qmake",8
3789,"racket",8
3789,"ragel in ruby host",75
3789,"ruby",37
3789,"rust",8
3789,"scala",8
3789,"shell",1843
3789,"smarty",35
3789,"tcl",27
3789,"urweb",4
3789,"viml",4
3789,"volt",8
3789,"yacc",12
3808,"batchfile",12
3808,"brainfuck",4
3808,"c",274
3808,"c#",2
3808,"c++",147
3808,"cmake",2
3808,"coq",24
3808,"css",90
3808,"e",10
3808,"eiffel",10
3808,"elm",4
3808,"emacs lisp",738
3808,"glsl",2
3808,"groff",10
3808,"haskell",3803
3808,"html",38
3808,"idris",6
3808,"javascript",48
3808,"lilypond",12
3808,"logos",4
3808,"m4",38
3808,"makefile",211
3808,"nix",16
3808,"objective-c",6
3808,"ocaml",8
3808,"perl",42
3808,"postscript",2
3808,"purescript",30
3808,"python",40
3808,"r",2
3808,"rebol",4
3808,"ruby",2
3808,"scala",30
3808,"shell",2720
3808,"smalltalk",4
3808,"smarty",6
3808,"tex",8
3808,"yacc",4
3871,"antlr",32
3871,"apacheconf",58
3871,"applescript",24
3871,"arduino",4
3871,"batchfile",316
3871,"c",361
3871,"c++",317
3871,"cmake",8
3871,"coffeescript",1424
3871,"css",8698
3871,"cucumber",12
3871,"d",79
3871,"dtrace",79
3871,"emacs lisp",56
3871,"erlang",18
3871,"freemarker",32
3871,"gap",12
3871,"gcc machine description",106
3871,"gdb",20
3871,"groff",91
3871,"groovy",57
3871,"handlebars",160
3871,"haskell",16
3871,"html",8544
3871,"java",86
3871,"javascript",28759
3871,"lex",9
3871,"liquid",4
3871,"llvm",4
3871,"m4",2
3871,"makefile",500
3871,"nsis",46
3871,"objective-c",184
3871,"objective-c++",46
3871,"ocaml",16
3871,"perl",70
3871,"perl6",16
3871,"php",211
3871,"plpgsql",4
3871,"postscript",58
3871,"pov-ray sdl",50
3871,"powershell",15
3871,"protocol buffer",16
3871,"python",1012
3871,"r",79
3871,"ruby",1072
3871,"scheme",3
3871,"shell",3700
3871,"smarty",27
3871,"sqlpl",4
3871,"standard ml",16
3871,"swift",2
3871,"tex",10
3871,"typescript",564
3871,"viml",78
3871,"visual basic",12
3871,"xslt",2
3871,"yacc",9
4297,"css",14
4297,"html",42
4297,"javascript",41
4297,"ruby",41
4297,"shell",6
4297,"typescript",4
4509,"apacheconf",6
4509,"batchfile",1580
4509,"c",6
4509,"c++",6
4509,"clojure",12
4509,"coffeescript",279
4509,"css",93
4509,"go",1656
4509,"html",4810
4509,"inno setup",1578
4509,"java",6
4509,"javascript",1618
4509,"makefile",1671
4509,"nginx",2
4509,"perl",6
4509,"php",53
